Amateurish! 	业余水平！ 
Compliments of the hotel management.	宾馆管理处的问候。
I just punch the tickets, sir.  - you should punch your face... 	我只负责打票。- 你真该打你的脸… 
Except this time that fucking stenad figured he could make	唯独这次他觉得他能
Yeah. Funny that. 	是啊。有意思的是。 
Walked in here, says he saw the shooting	直接走进来，说他看到了
What is it to me? 	我是怎样？ 
Many of our brides have their parents refinance their homes.	我们有很多新娘都会让父母重置家庭资产。
I came looking for you mom.	我来找你妈妈。
Got any lodgings?	有住的地方吗？
This morning what? 	今天早上？ 
The size of the state of Texas, more than 25o, square miles. 	德克萨斯州的面积，超过25万平方英里。 
However, I will only be taking 85 percent 	不过，至于我那份额外的工资 
I know, but we had nothing to hold him on. 	我知道，但是我们没有证据逮捕他。 
Can we have spaghetti bolognese? 	我们能吃博洛尼亚面条吗？ 
Even closer look, so the riggers have made a slack line for me. 	所以装配工已经为我装上了吊索。 
Yes, your honor, jabber - jabber and flattery. 	是的，大人。废话和拍马屁。 
Something I showed him how to do on a mission, I might add!	我应该说过，我在一次任务里告诉过他怎么操作的！
Fake money for coke deals, counterfeit passkeys for bank robberies -	为毒品交易做假钞，为银行抢劫犯做万能钥匙
Study at the implied terms in contract law.	论契约法中的默示条款。
What... If...	如……果……
She's going to o. R in a few minutes. 	几分钟后送手术室。 
Asked the hotel attendant putting down the black bag.	茶房放下皮包回头问。
I'm from the district attorney's office. 	我是检察院的。 
The doctor says I'll be okay by tomorrow. 	医生说我明天就会好。 
I've heard that crap for 25 years! 	我听这些废话25年了！ 
Well, I'm a bit of a francophile and a cinephile, 	嗯，我有点崇尚法国算是个影迷， 
I think that we should have a television department.	我认为我们应该有一个电视部门。
You must love one another. 	你们也要怎样相爱。 
If this mailbox is a linked mailbox, this property contains the master account in the forest in which the user account resides.	如果此邮箱是链接邮箱，此属性包含用户帐户所在林中的主帐户。
Is that gonna be a problem? Are you expensive, what you do?	有什么问题么？收费很高么？你们做什么的？
Oh. Quick rewrite.	好吧。马上改。
You're gonna bury them in paperwork. 	你要用文书战术砸死他们。 
The job is great in terms of salary, but it has its disadvantages.	就薪金而言，这个工作倒是挺不错的，但也有一些不利之处.
Fine. I hit her. I'd been drinking.	好吧。我打了她。我喝多了。
You're saying you didn't do it? 	所以你在表明你从没做过这种事？ 
Excuse me. You're crew, aren't you?	打扰一下。你们是剧组工作人员吧？
Since he told you he was straight? 	他不是同性恋之后到底有什么改变？ 
So, um... Tell me about your book. 	呃，跟我说说你的书吧。 
Exit at Vanier Parkway Number 19 and keep to the right. 	从19号凡尼尔公园道路下高速并靠右行驶。 
Your nose to the grindstone.	孜孜不倦地工作。
I cannot believe you just said cooties. 	你居然连虱子都说出来了。 
If this makes you feel so bad, if doing this makes you feel so crappy...	假如这让你不爽的话，假如这让你不爽的话。
She broke down by the navy yard last night and Tony helped her out. 	她的车昨晚在海军营区外抛锚，然后东尼帮她脱困。 
He strained something during tennis. 	打网球的时候拉伤了。 
Because I've already made love. 	因为我已经云雨过了。 
I hear that you spread false information about katyn.	我听说你到处散布卡廷事件的假消息。
I'm an Austrian deserter seeking asylum. 	我是个寻求庇护的奥地利逃兵。 
You're a tool in my belt. Understand?	你不过是我腰带里别着的工具明白？
It's not my fault if they cIose at midnight. 	如果在晚上关门，不是我的错。 
Um... Because it's funny? 	因为…好玩？ 
Breaking through the conventions of thought "fixed tendency", training abilities of innovation "change model"	突破思维“定势”框套培养创新“变式”能力
But I said the dwarf would kick him. 	但我说会有个矮子踢他。 
I am just a guy who enjoys a nice bottle of scotch. 	好好享受你的威士忌的人。 
Yes, coffee. - that's a good idea.	好的，咖啡。—好主意。
When I got an e-mail,	我收到了一封电子邮件，
Well, I brought the stool. 	呃，我带了凳子。 
Or you think you saw,	或者以为自己看到了什么，
Okay, sure. That's a good idea.	好的，没问题。好主意。
It was once seen as a model for chinese firms eager to take on the world, but is now considered more of a cautionary tale.	它曾经被看成是渴望走向世界的中国公司的榜样，而如今更像是一部警世小说。
You know what you people have given the world? Girls gone wild.	你知道你们这些人给这个社会带来了神马？狂野不羁的女孩。
I was taken out of phase. 	我被带离了相位。 
Did he touch you? Did he hurt you in any way? 	他有没有碰你？有没有伤害到你？ 
We've got company coming any moment,	客人随时会来，
We have to go to mass. 	我们得去做弥撒。 
People filled with self-loathing typically imagine they dislike every part of themselves, but this is rarely, if ever, true.	充满自我厌恶的人通常以为他们不喜欢自己的每一个部分，但这几乎不是真的。
Mmm, let's eat in the jacuzzi. 	嗯，上按摩浴缸裡吃吧。 
Well, at least she knows, right? 	呃，至少她知道了，对吧？ 
He printed a rental agreement for a storage unit. 	他打了一份仓库租赁协议。 
So do l, and I come first, OK? 	我也要找他，我先来的，对吧？ 
Once the trustee arrives all funds will be frozen	一旦受托人来了就会把所有基金冻结
Yeah. Thanks. You? 	是的。谢谢。你呢？ 
Homecoming prince and princess...	学生舞会王子和公主…
Will you take him inside? - sure. Come on, little fella.	你能把他抱进去吗？- 行。来吧。小家伙。
It's just a shadow. 	只是一团影子。 
Course I am. Look at that girl, who wouldn't marry her. 	当然了，瞧她多美，谁不想娶她。 
Did he write...? I'll deal with it. 	他是不是写了... 我会处理的。 
Personal cook... 	私人厨师和…。 
See the following table for the installation capacity of tractive rectification units of each tractive substation.	各牵引变电所牵引整流机组安装容量见下表。
But the scorpion was too fast...	但毒蝎太快…。
I was on this case then.	以前这案子是我调查的。
Might we finally find proof of alien beings? 	我们终将找到外星人存在的证据？ 
Just hand it over, right? 	帮我送过去，好么？ 
Hey! Great! Nice to finally meet you. - excuse me. 	嘿！太好了！很高兴终于见到你了。- 不好意思。 
Instantly noticing tye coming through them.	立即注意到塔伊通过它们的到来。
I don't know, it's just, like, that sometimes lately it's been tough.	我不知道，就像是最近偶尔会特别难受。
I just mean it might help to take responsibility for your role.	管好自己的事儿对你也许会有帮助。
We agreed to keep this casual.	我们说好保持这样的非正式关系。
Look, give us a bed and we'll stay out from under your feet.	听着，给我们张床我们就不烦你了。
But you are going to learn it here. 	但你们要在这里学会。 
Not while those cameras are here,	不能在摄像机前，
Is he - wh - who - who is th - who is that? 	他是不是谁- 谁- 是谁？ 
Unh - unh, no. When I got there, I keep, like, an eye over both shoulders, like, simultaneously.	不会，我每次到那，都极度小心身后。
Were you born without the compassion gene or something?	你生来就不具有同情心吗？
Too late. She's talking to the police right now. 	太晚了。她已经在跟警察谈了。 
I appreciate a good night out with my friends.	在和朋友晚上出去玩的时候就会很感激。
