上联 下联
同圆梦想，喜燃万缕情，跑道奔来千里马 大敞襟怀，笑纳五洲客，春风舞起一条龙
走近河，总会弄湿脚 依平水，不才押韵音
黄金白玉双名贵 芍药牡丹一处开
初晓春情，簪花一朵红颜秀 时萌眷念，对月几声紫玉恬
梅香绕指书春句 月影萦怀写雅诗
濯濯方含色 茫茫不记年
兴我中华呼盛世 辉吾文化灿明时
看他蟠腹欢颜，却原是菩萨化相 愿你清心涤虑，好去睹金顶祥光
提灯静觅联中字 润笔安然酒后书
弘扬先祖遗风，古训即为今训 建设故乡美景，单优才有整优
拥鼻绕廓吟看雨 杖藜沽酒独寻山
稳重 雍容
千户管弦歌盛世 万枝桃李绣芳春
笑佛迷论道 嫣雨醉荷亭
轮回非乐 三界无安
披马甲 戴龙盔
插翅虎 落汤鸡
锦织千秋清远，请文赏昌黎，诗吟禹锡 凤鸣一片辉煌，欣情倾生态，梦逐春天
莫到路穷方勒马 须知任重早筹谋
别院 小楼
薄霜侵地白遮绿 寒雨连江苍接黄
朝歌暮咏，民皆变甲 春诵夏弦，士欲达己
锣鸣鼓响，黄梅启户唱新戏 号引歌随，墨客开怀吟雅联
勇进激流，遗世千秋三部曲 坦言随想，活它一个百年真
沁雪梅香，读书磨砺十年志 凌云竹节，拔日升腾一片春
月卧云床，天涯倦客怜乡远 风随雁阵，故里亲人叹岁长
玉液洗开天地憾 皇风吹散古今愁
江北江南相看老 人前人后自沉吟
绿珠坠楼，魂断香消心有恨 黛玉荷锄，月移花影步难行
衣袂飘飘谁在舞 雨声戚戚水和弦
美女无眉尤妩媚 大山差我亦嵯峨
亲情似日堪融雪 孝意如春可著花
雅契高风，深期上德 冲怀卓识，丽藻华文
汲湘江汉脉，化文瀑逆山，渊成学史一冠玉 承宏旨卓行，更先驱养浩，材筑中华厚脊梁
廉洁奉公，清风两袖无私欲 言行克已，正气一身有赤情
座引高人榻 门停长者车
寒箫幽咽江云暗 冷雁哀鸣楚水愁
乱石山前谋出路 黄金海岸可兜风
纪念椿萱，声名三易思遗德 芟除荆棘，路政重修仰义风
欲凭大手转乾坤，辟地开天，一面红旗辉旭日 岂止铁肩担道义？捐躯赴国，九旬青史矗高山
雅典狂欢夜 花都正暑天
雪盖冰封春潜底 云舒风卷夏抬头
城有同名，国有同名，千秋荣耀家声远 父司馆阁，儿司馆阁，万代衣冠世泽长
猴拳惩腐败 羊笔颂清廉
万里星空同月夜 千家瑞气共春宵
清留岛月秋凝露 云接苍梧水浸天
盛世展新猷，殿宇重辉云梦泽 宏图开妙笔，文章再起鲁尼山
特立独行，是谓君子 博文游艺，以求古人
谯纵兴兵当举义 田横誓死不偷生
大道通天，瑞气腾云，竹韵松风臻妙境 雄心济世，慈怀若水，山光潭影蕴禅机
倦日歇鞍云水渡 方竹起舞扭秧歌
山长水曲清游地 日朗风和春尽时
规矩同循，法理不偏权与势 是非明断，民心则向国和家
扁乎？不扁，不扁亦扁 圆耶？是圆，是圆非圆
滋补受奇功，强体格，延年益寿 珍羞来秘谱，长精神，乐业安居
垂纶非只黄河鲤 抱负当怀渭水鱼
不晓今宵眠哪处 怎知昨夜枕黄粱
一夜欢声，万响烟花年热闹 全家笑脸，满锅饺子梦升平
盘餐市远无兼味 樽酒家贫只旧醅
华夏飞歌，中原逐鹿 银蛇贺岁，紫燕衔春
火树银花城不夜 欢声笑语月长圆
霜冷千秋月 香浮一剪梅
誓愿弘深伤栋折 文章俊逸叹才难
四海皆欢春早到 九州共喜岁常丰
疏梅艳夺三冬雪 细柳翠挡二月风
千帆竞发 万马齐喑
临井云开争望月 依亭雨渐苦思春
山擢秀，水弄烟，泉石毓好文，韵起洪都胜府 赋表情，诗言志，少长集嘉会，歌飞盛世名区
笨小孩 精满人
抬头不见低头见 起手难通终手通
爱恨情仇，本是伤心剑戟 君臣佐使，无非救命药方
地母辉光，长教三山凝紫气 天公抖擞，不拘一格降人才
扶紫荆，香港归宗同日月 期宝岛，金瓯合璧共春秋
足球带动眼球转 脸蛋无如皮蛋尖
开一方乐土，种墨句双行，涵养三分化境 读几卷闲书，走旅途万里，品尝百味人生
御侮强邦扬正气 端庄闲雅沐淳风
七月起风雷，九旬伟绩经风雨 同心歌党政，四代鸿猷慰党民
卷浪拍海礁，海礁响，心底响 书风吹稻花，稻花香，十里香
奋翅官兵，蓝图绘就旌旗猎猎 扬帆舰艇，大幕开启战鼓声声
清风岭上清风冻 白水湾中白水流
朱唇轻启软香语 火箭重返大气层
龙腾云雾吉祥景，人丁兴旺 凤舞蓝天好运图，薪火相传
政引风霜成物色 气兼河岳带商声
赣水无男空无奈 楚天渺鹤浪渺茫
我未有朋酒羔羊之贺，所愿者熙语欢颜，年年如是 谁非为须弥芥子中人？只难此空蒙潋滟，各各因时
水月团荷影 秋山行旅图
西厢恣意张无忌 南浦采莲李莫愁
夏至恋情笃 春来诗味新
何须大厦高楼，方称舒适 就此青山绿水，便好安居
相通心意何须语 难解情丝不用说
江湖忠悃三遗事 岭表文人百世师
绿化承包春本事 银行股份会通融
佳人有约无寻处 小子多思不问时
星光冷冷犹如昨 月色幽幽又若伊
晓风款款惹心醉 春雨绵绵闹梦香
读圣贤书，书可经天纬地 立修齐志，志存爱国恤民
他山无际遇 此水不通行
帘掀秀月满屋冷 风动蔷薇一院香
对酒当歌，人生几度豪情涌 望洋兴叹，明月何时照我还
文笔烟霞奔眼底 云台岚雾罩峰巅
鸟哢花间曲 樵通竹里歌
小园香径裁春色 斗拱飞檐唱好音
花期屈指数 子望点头夸
平地上灵崖，过此关头，自有天梯登绝顶 劳尘修净土，认清蹉路，岂无宝筏渡迷津
何意苦于天上下 唯心静在水中央
秋虫鸣白露 紫燕剪春分
两眼看清天下事 三言点透世间情
节约勤奋光门第 放荡奢靡害子孙
千古风流今胜昔 一川水墨永传神
冰河流冷月 大漠起孤烟
文明让座，车行花雨路 礼貌迎宾，人恋彩虹桥
冷雪终归春草绿 焦琴仍旧枫霜红
绽蕾新花争吐艳 迎春幼树竞拔高
轻敞柴门留月宿 长燃玉烛等谁来
龙成四海千秋业 蛇展三春万里图
想来脊骨或伯仲 方能文字复风流
虎啸山林，进入信息时代 兔奔绿野，倡导低碳生活
龙峰醉眼，欣看清溪环寺塔 云岭迷人，喜登索道赏林泉
李白醉吟将进酒 赵云大战长板坡
楼设数阶接地气 窗开三面落梅花
百世昌隆赖先辈 千秋功德垂子孙
秋书无字雁开笔 瘦菊有香花送风
具处士情怀，千古冰操凝玉色 胜佳人倩影，一襟风雪冷花颜
雄阁矗名州，并扬魅力惟超远 福城支巨笔，又续宏规总创新
喜鹊传声，喜报伊河两岸 福禽送讯，福泽广众千家
壮士挥戈，壮志抗倭，八载风云歌壮举 英雄亮剑，英魂浴血，千秋日月嵌英名
四三仄调 一二平声
对饮青山云煮酒 轻埋姓字我还家
月月朋来，三人日赏春湖景 夕夕多往，一木火烧秋叶红
血肉凝情抗雪灾，凯歌一曲 警民携手挽春色，锦绣满园
平湖无迹天连水 绿柳垂烟雨若丝
苏公字，白傅诗，登斯楼顿起慕才心，惜矣窅然骚客 水浒风，蓝桥酒，逢盛世更无题壁处，饮之闷煞英雄
月行云作伴 恨别鸟惊心
尘根未通观音术 水镜时映女儿腰
德高望重社会敬 道厚义广人民尊
惠民实现康居梦 成业敬酬撸袖人
三春遍处花竞放 两岸何时月同圆
排油增瘦驻青春，若杨柳扶风 除脂减肥葆容顾，似琬花照水
锦涛一俯人皆仰 高丽尽责位已留
炸弹 传单
掌天上文衡、濒吴筠玄庐、承祯福地 司人间禄命、望穿岩云海、幽谷清流
健身不择时，或早，或中，或晚 竞技犹追梦，更高，更快，更强
山静众香凝，此时来访凌云寺 潮平两岸阔，何处更寻载酒亭
镇定 惊慌
承载文明，魅力北京披锦绣 放飞梦想，和谐奥运写传奇
倚青山势，拓碧海怀，长风劲鼓帆樯远 醉贡荔香，赏新城丽，圣母亦惊桑梓殊
菜经五味失本性 酒过三巡无道德
雅句如人多面善 幽思对月总心忧
弦上谁弹流水曲 林间她荷葬花锄
生日联花怒放 开心对客高歌
冷月摇摇扶远树 急风簌簌乱流萤
醉看人生皆过客 笑谈俗世尽微尘
国粹擂台，藏龙卧虎 风流骚客，弄墨舞文
有志敢开南极路 无坚能挡雪龙船
共悬龟印衔新绶 欲棹渔舟近钓台
元旦新天，首页联台开好运 启昌太白，昊空妙景肇禧端
炊烟撩起思乡味 淫雨萦怀恋市情
九域歌喧，国泰民安福禄至 三春花发，嫣红姹紫画图新
迎春接福人长寿 强国富民世永年
帐卷铁衣人倚剑 帘迎珠履客横箫
小镇重游，喜碧野如诗，蓝莓若玉 园区独秀，占黄墩地利，绿色品牌
酌来竹叶凝杯绿 饮罢杏花上脸红
陀罗避暑，黄龙腾跃鸳鸯水 中法联姻，红海漫游甜蜜涛
道古述清芬，溯臣家绩著旂常，英荡频持，百粤两番叨使节 海天纪嘉话，喜我辈缘深翰墨，枌榆交荫，九年三度尽杭人
红运喜腾龙，做精品新潮，诚信繁星拱明月 碧梧欣引凤，有良材实木，家居名片染春光
冷雨敲窗秋夜冷 寒风拂水月光寒
径自红尘独舞 唯斟老酒千杯
满腹经纶脾气大 三围标准体形妖
行路何妨之字曲 赏春莫让锦花迷
三过秦川望飞雪 静思难忘牵手缘
清心淡了悲欢色 含泪吟来苦涩篇
红烛有泪向谁诉 素裙招风随尔摇
逝水流香春又老 浮云卷梦月方圆
改过门楼换过向 横了被窝扛了床
夜雨春池初涨绿 新枝两岸正垂青
雨涤山色翠 水映月光清
草木逢春，无它不华发 君子爱财，非己莫强求
桃枝刚绿春梦醒 枫叶正红秋意浓
江边总见千山影 岸上常迎万里帆
老举青荷遮日伞，替谁撑帐 只当朱户护身符，杜木欺风
政策开明，万里江山添锦绣 党风廉洁，千秋社稷续辉煌
相濡以沫 兼爱无私
小云把盏，满耳风言风语 大雨倾盆，浑身水滴水流
四海炎黄同贺岁 五洲兄弟共迎春
烟沿檐，烟燕眼 渔遇雨，渔余鱼
戴整官名匡乱世 关碍屏山思朗舟
健儿来自田间，飒爽英姿，千重花色连云梦 友帜汇诸江上，辉煌丽影，百里歌声到董乡
我与灯火同眠夜 风伴闲云共语时
自笑平生夸胆气 驰骋半世壮情怀
自是成功非捷径 须明实践出真知
满心思念窗前月 一路魂牵陌上花
九域春风暖 三农澍雨滋
直隶荡熏风，人文蔚起八千里 澎园添异彩，阊阖宏开一万年
相思入扣谁能解 对打投缘自不输
白鹭呈祥，洋湖气韵传天籁 清波造福，塔影风姿印月魂
修竹几丛成翠障 买云一片种琼瑶
风雨兼程一路歌，八方齐贺 雅俗共赏百花艳，对韵流芳
于石得真相 惟山亦仙家
手长捞得名和利 心软招来是与非
问三丰道法何高？扬善佑民赐福 听一阁仙人教化：修身尽孝行忠
密策释兵权，报国同心知我最 归魂恋亲墓，题图无句负公多
茗味喷香，高阁凌霄飞绿韵 阳光透亮，名城溢彩舞丹霞
访友省亲，宏开绛帐程朱理 讲学兴道，教化泮宫孔孟儒
公心能济众生业 窃意可修居士功
中秋月饼，酥脆香甜三市俏 南粤风情，富强美好万家欢
千百万点竹响，千怪百奇万家乐 五十六朵花开，五色十光六合春
月若轻浮失水准 云须检点惹风骚
凝香秋露三径远 独占天涯一方幽
弘扬价值，济弱助残，爱心送暖雪中炭 倡导文明，布仁施德，善举铺春锦上花
会其俊友，莫说妙谈玄，且吃茶去 坐此闲庭，对霁风朗月，也清心来
仙踪有卜或知己 淡泊而源两出尘
更待杂芳成艳锦 只缘幽恨在新诗
梦越千秋，莫瑶遽遁余空垒 龙腾万壑，仙侣曾游叹洞天
世上少有蠢伢子 天下难得好先生
杨广为昏主，却一功卓越，其价值非凡，堪超大禹治洪，李冰围堰 京杭凿运河，将五水连通，此工程宏伟，不逊明朝皇殿，秦代长城
万木长承新雨露 夕阳犹带旧楼台
铁盐解得天爷热 黑手高悬霸主鞭
起橹开萧瑟 载秋入五湖
披衣闲踏阶前叶 袖手旁观瓦上霜
此即大雄峰，山前拱立犹狮象 谁登无妄境？石上奔流俱法源
贫穷可忍 寂寞难熬
风静云闲山色淡 林深寺古鸟鸣幽
桃叶渡头渔火冷 杏花村上酒旗香
弄巧终成拙 还俗老不修
与曾左彭并号四臣，天下犹推国士 立功言德永垂百代，此间如接风仪
上海自来水来自海上 中国聚会者会聚国中
四海求玄理 六翮起青云
落照苍烟，江上客船帆渐远 曦华碧海，涛中回浪渺长遥
论生日九月，何必辨阴历阳历 讲感情十分，原无妨业州施州
蓬门不问是何年，禅茶一味 芳径依然留梦迹，故事三千
横牛背如何？少琴瑟以同，亦成雅趣 得天然韵味，却世俗袭扰，堪养清心
月润花思醉 风柔草欲苏
尺素能相报 纤絺恐自疑
国运昌盛，欢庆华夏儿女齐致富 机械工业，领军寰球五洲争最强
锦瑟 金罍
青天八鉴可谕世 学者一经堪养生
楹贴两条分左右 妙对三行看高低
不负冬约，黄昏漫舞，片片风中尤物 总随寒至，玉影轻舒，柔柔天外精灵
漏尽飞身去 心空及第归
松风浮酒味 杏雨润诗芽
欢声笑语，彰显博雅活力 心平气和，静待桃李芬芳
考四海而为隽 纬群龙之所经
德孝源头，宜居宜业国家美 人文砥柱，如画如诗山水香
耸一楼威赫云天，标识中都，曾予洪音彰帝德 临四面喧然市井，江山异代，自多快意载民情
燕来已是寻常事 春至复临王谢风
豪行盛世圆成梦 翔集春风送到家
培植幼苗，桃李园中春意暖 振兴教育，伯安楼上学儿娇
月廊秋凉花被露 云窗春暖柳如烟
登阁观天地 聆音知古今
鸟语花香日 鸡鸣雪落天
幸有春花能解语 何须流水太多情
归来恒忆江中月 醒后无言梦里花
一声雁渡长秋水 几点渔灯透夜心
回忆难埋藏 情愁怎绝缘
水落滩声急 云低雨意浓
清幽木榻时时亮 惨淡金坑处处穷
忠诚无过错 信念有传真
出水凌波，一茎一花，天然清静，自来清静 临风照月，无情无恨，未许轻狂，谁敢轻狂
助人有益 省己无亏
又饮桃花酒 再祝米寿翁
不许邪风招鬼魅 要凭正气养精神
兴教报国酬壮志 学高身正育英才
孝友备一生，遗恨长留榆塞外 去来皆九月，清风刚称菊花天
九江聚力，策马兴工，锁定目标一万亿 众志成城，凝心致富，迎来民祚十千寻
一瓣心香堪慰我 满身霸气不容人
佳联千古诵 好句万年传
仙源终不测 道力自超然
二八华容二八载，日日下春雨 三五望时三五月，年年中秋缺
芳草萌芽春破土 梨花吐蕊绿登台
景致怡人别样好 风光缭眼此间欢
轻舟一叶渡心海 玉树千枝思雨虹
福地嘉风，钟灵毓秀，声名鹊起武夷邑 仁山智水，溢彩流光，韵致天成才子乡
厨神味品香千里 食肆工房展百长
能解圣人心，君子修身终有道 若合黎庶愿，官家治政少存忧
五味俱全没算苦 一心向善不言愁
蟾宫不拒柴门酒 鼠洞无需电子猫
逮空中驿站 筑网上家园
秉节之来，捍国卫民方奇异 存仁而达，唁生吊死倍哀思
陋舍陋室育奇辈 寒门寒窗出秀才
听溪边流水，纵一路琴声，问甚知音何处 看岭上浮云，幻几只鹤影，喜他妙趣天生
千余年胜迹只识故人？淬三叠素心，推杯相揖一城柳 八百里秦关曾看劫海，到西南极目，终古莫言何处家
振臂谱和谐，总效春风苏万物 喜心谋发展，常施澍雨润千山
马踏飞燕迎春到 鹊鸣当门报喜来
月下写鹅经，人笑半僧半道 烛前啃善本，妻称似傻似痴
